Drug,Public/Private,Unit/MPR,Country,Year,Month,Price,P25,P75
Salbutamol 100 mcg/dose inhaler,Public,Unit,Lebanon,2013,July,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,Lebanon,2013,July,0.16,0.16,0.17
Simvastatin 20 mg cap/tab,Public,Unit,Lebanon,2013,July,free,free,free
Amitriptyline 25 mg cap/tab,Private,MPR,Malaysia,2004,October,6.89,5.17,6.89
Amitriptyline 25 mg cap/tab,Public,MPR,Malaysia,2004,October,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,Malaysia,2004,October,9.57,8.44,11.14
Atenolol 50 mg cap/tab,Public,MPR,Malaysia,2004,October,free,free,free
Captopril 25 mg cap/tab,Private,MPR,Malaysia,2004,October,7.44,6.94,7.93
Captopril 25 mg cap/tab,Public,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Public,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,MPR,Malaysia,2004,October,16.46,12.35,16.46
Ciprofloxacin 500 mg cap/tab,Public,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Malaysia,2004,October,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Malaysia,2004,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,Malaysia,2004,October,6.38,6.38,6.38
Glibenclamide 5 mg cap/tab,Public,MPR,Malaysia,2004,October,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Malaysia,2004,October,2.54,2.29,3.29
Omeprazole 20 mg cap/tab,Public,MPR,Malaysia,2004,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Malaysia,2004,October,1.48,1.35,1.70
Salbutamol 100 mcg/dose inhaler,Public,MPR,Malaysia,2004,October,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,Malaysia,2004,October,3.78,3.78,5.44
Simvastatin 20 mg cap/tab,Public,MPR,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Malaysia,2004,October,0.05,0.04,0.05
Amitriptyline 25 mg cap/tab,Public,Unit,Malaysia,2004,October,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,Malaysia,2004,October,0.09,0.08,0.10
Atenolol 50 mg cap/tab,Public,Unit,Malaysia,2004,October,free,free,free
Captopril 25 mg cap/tab,Private,Unit,Malaysia,2004,October,0.20,0.18,0.21
Captopril 25 mg cap/tab,Public,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Public,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,Unit,Malaysia,2004,October,0.52,0.39,0.52
Ciprofloxacin 500 mg cap/tab,Public,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Malaysia,2004,October,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Malaysia,2004,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,Malaysia,2004,October,0.03,0.03,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Malaysia,2004,October,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,Malaysia,2004,October,0.50,0.45,0.65
Omeprazole 20 mg cap/tab,Public,Unit,Malaysia,2004,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,Malaysia,2004,October,0.01,0.01,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Malaysia,2004,October,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,Malaysia,2004,October,0.31,0.31,0.45
Simvastatin 20 mg cap/tab,Public,Unit,Malaysia,2004,October,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,MPR,Mali,2004,March,3.90,3.64,4.31
Amoxicillin 500 mg cap/tab,Public,MPR,Mali,2004,March,1.77,1.51,1.77
Captopril 25 mg cap/tab,Private,MPR,Mali,2004,March,5.91,5.91,6.55
Captopril 25 mg cap/tab,Public,MPR,Mali,2004,March,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,Mali,2004,March,4.65,3.89,6.32
Ceftriaxone 1 g/vial injection,Public,MPR,Mali,2004,March,1.29,1.26,1.82
Ciprofloxacin 500 mg cap/tab,Private,MPR,Mali,2004,March,15.54,12.19,16.45
Ciprofloxacin 500 mg cap/tab,Public,MPR,Mali,2004,March,13.33,7.92,15.24
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Mali,2004,March,3.59,3.17,5.50
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Mali,2004,March,1.81,1.73,1.83
Diclofenac 50 mg cap/tab,Private,MPR,Mali,2004,March,12.06,11.87,13.60
Diclofenac 50 mg cap/tab,Public,MPR,Mali,2004,March,2.77,2.37,2.77
Glibenclamide 5 mg cap/tab,Private,MPR,Mali,2004,March,21.03,21.03,21.03
Glibenclamide 5 mg cap/tab,Public,MPR,Mali,2004,March,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Private,MPR,Mali,2004,March,2.22,2.22,2.23
Salbutamol 100 mcg/dose inhaler,Public,MPR,Mali,2004,March,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,Unit,Mali,2004,March,0.15,0.14,0.16
Amoxicillin 500 mg cap/tab,Public,Unit,Mali,2004,March,0.07,0.06,0.07
Captopril 25 mg cap/tab,Private,Unit,Mali,2004,March,0.16,0.16,0.17
Captopril 25 mg cap/tab,Public,Unit,Mali,2004,March,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,Mali,2004,March,11.89,9.95,16.16
Ceftriaxone 1 g/vial injection,Public,Unit,Mali,2004,March,3.30,3.22,4.65
Ciprofloxacin 500 mg cap/tab,Private,Unit,Mali,2004,March,0.49,0.39,0.52
Ciprofloxacin 500 mg cap/tab,Public,Unit,Mali,2004,March,0.42,0.25,0.48
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Mali,2004,March,0.01,0.01,0.02
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Mali,2004,March,0.01,0.01,<0.01
Diclofenac 50 mg cap/tab,Private,Unit,Mali,2004,March,0.06,0.06,0.07
Diclofenac 50 mg cap/tab,Public,Unit,Mali,2004,March,0.01,0.01,0.01
Glibenclamide 5 mg cap/tab,Private,Unit,Mali,2004,March,0.09,0.09,0.09
Glibenclamide 5 mg cap/tab,Public,Unit,Mali,2004,March,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Private,Unit,Mali,2004,March,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Mali,2004,March,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Mauritius,2008,August,14.08,14.08,14.53
Amitriptyline 25 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Amoxicillin 500 mg cap/tab,Private,MPR,Mauritius,2008,August,6.71,4.11,7.32
Amoxicillin 500 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,Mauritius,2008,August,5.69,4.54,8.12
Atenolol 50 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Captopril 25 mg cap/tab,Private,MPR,Mauritius,2008,August,3.99,3.90,4.71
Captopril 25 mg cap/tab,Public,MPR,Mauritius,2008,August,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,Mauritius,2008,August,13.05,13.05,14.24
Ceftriaxone 1 g/vial injection,Public,MPR,Mauritius,2008,August,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,Mauritius,2008,August,10.55,7.15,14.29
Ciprofloxacin 500 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Mauritius,2008,August,10.16,9.68,12.52
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Mauritius,2008,August,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,Mauritius,2008,August,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,Mauritius,2008,August,9.55,7.78,40.77
Diclofenac 50 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,Mauritius,2008,August,19.27,8.92,24.38
Glibenclamide 5 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Mauritius,2008,August,5.74,5.74,5.74
Omeprazole 20 mg cap/tab,Public,MPR,Mauritius,2008,August,free,free,free
Paracetamol 120 mg/5ml suspension,Private,MPR,Mauritius,2008,August,3.91,3.52,5.86
Paracetamol 120 mg/5ml suspension,Public,MPR,Mauritius,2008,August,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Mauritius,2008,August,1.61,1.52,1.99
Salbutamol 100 mcg/dose inhaler,Public,MPR,Mauritius,2008,August,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,Mauritius,2008,August,7.04,7.04,7.13
Simvastatin 20 mg cap/tab,Public,MPR,Mauritius,2008,August,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Mauritius,2008,August,0.10,0.10,0.10
Amitriptyline 25 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Amoxicillin 500 mg cap/tab,Private,Unit,Mauritius,2008,August,0.31,0.19,0.34
Amoxicillin 500 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,Mauritius,2008,August,0.09,0.07,0.13
Atenolol 50 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Captopril 25 mg cap/tab,Private,Unit,Mauritius,2008,August,0.08,0.07,0.09
Captopril 25 mg cap/tab,Public,Unit,Mauritius,2008,August,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,Mauritius,2008,August,11.80,11.80,12.87
Ceftriaxone 1 g/vial injection,Public,Unit,Mauritius,2008,August,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,Mauritius,2008,August,0.34,0.23,0.46
Ciprofloxacin 500 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Mauritius,2008,August,0.04,0.04,0.05
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Mauritius,2008,August,free,free,free
Diazepam 5 mg cap/tab,Private,Unit,Mauritius,2008,August,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,Mauritius,2008,August,0.04,0.04,0.18
Diclofenac 50 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,Mauritius,2008,August,0.07,0.03,0.09
Glibenclamide 5 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,Mauritius,2008,August,0.24,0.24,0.24
Omeprazole 20 mg cap/tab,Public,Unit,Mauritius,2008,August,free,free,free
Paracetamol 120 mg/5ml suspension,Private,Unit,Mauritius,2008,August,0.02,0.01,0.02
Paracetamol 120 mg/5ml suspension,Public,Unit,Mauritius,2008,August,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,Mauritius,2008,August,0.02,0.01,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Mauritius,2008,August,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,Mauritius,2008,August,0.29,0.29,0.29
Simvastatin 20 mg cap/tab,Public,Unit,Mauritius,2008,August,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Amoxicillin 500 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,4.32,3.99,4.89
Amoxicillin 500 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,5.49,4.59,5.51
Captopril 25 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Ceftriaxone 1 g/vial injection,Private,MPR,Mexico Mexico City,2009,December,6.62,5.65,7.52
Ceftriaxone 1 g/vial injection,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,12.66,11.75,16.15
Ciprofloxacin 500 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Mexico Mexico City,2009,December,4.45,3.40,6.41
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,5.18,4.83,6.39
Glibenclamide 5 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,9.30,7.40,13.77
Omeprazole 20 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Mexico Mexico City,2009,December,2.09,1.94,2.39
Salbutamol 100 mcg/dose inhaler,Public,MPR,Mexico Mexico City,2009,December,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,MPR,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Amoxicillin 500 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,0.19,0.18,0.22
Amoxicillin 500 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,0.08,0.06,0.08
Captopril 25 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Ceftriaxone 1 g/vial injection,Private,Unit,Mexico Mexico City,2009,December,5.05,4.31,5.74
Ceftriaxone 1 g/vial injection,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,0.47,0.44,0.60
Ciprofloxacin 500 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Mexico Mexico City,2009,December,0.02,0.01,0.03
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,0.02,0.02,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,0.31,0.24,0.45
Omeprazole 20 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,Mexico Mexico City,2009,December,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Mexico Mexico City,2009,December,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,Unit,Mexico Mexico City,2009,December,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Moldova,2011,September,6.39,4.66,6.63
Amitriptyline 25 mg cap/tab,Public,MPR,Moldova,2011,September,6.20,6.19,6.21
Atenolol 50 mg cap/tab,Private,MPR,Moldova,2011,September,5.44,5.23,5.80
Atenolol 50 mg cap/tab,Public,MPR,Moldova,2011,September,5.22,5.04,5.55
Captopril 25 mg cap/tab,Private,MPR,Moldova,2011,September,2.96,0.74,4.65
Captopril 25 mg cap/tab,Public,MPR,Moldova,2011,September,2.90,2.78,3.33
Ciprofloxacin 500 mg cap/tab,Private,MPR,Moldova,2011,September,6.23,4.85,13.30
Ciprofloxacin 500 mg cap/tab,Public,MPR,Moldova,2011,September,6.03,4.98,20.33
Diazepam 5 mg cap/tab,Private,MPR,Moldova,2011,September,5.28,5.14,8.68
Diazepam 5 mg cap/tab,Public,MPR,Moldova,2011,September,4.94,4.85,5.24
Diclofenac 50 mg cap/tab,Private,MPR,Moldova,2011,September,9.55,9.21,12.22
Diclofenac 50 mg cap/tab,Public,MPR,Moldova,2011,September,9.00,8.85,11.88
Glibenclamide 5 mg cap/tab,Private,MPR,Moldova,2011,September,6.48,6.26,8.01
Glibenclamide 5 mg cap/tab,Public,MPR,Moldova,2011,September,7.71,6.03,8.21
Omeprazole 20 mg cap/tab,Private,MPR,Moldova,2011,September,3.30,2.14,3.43
Omeprazole 20 mg cap/tab,Public,MPR,Moldova,2011,September,3.23,1.02,3.30
Salbutamol 100 mcg/dose inhaler,Private,MPR,Moldova,2011,September,2.28,2.19,2.30
Salbutamol 100 mcg/dose inhaler,Public,MPR,Moldova,2011,September,2.16,2.15,2.19
Simvastatin 20 mg cap/tab,Private,MPR,Moldova,2011,September,6.25,4.87,9.14
Simvastatin 20 mg cap/tab,Public,MPR,Moldova,2011,September,8.12,4.59,9.27
Amitriptyline 25 mg cap/tab,Private,Unit,Moldova,2011,September,0.05,0.04,0.05
Amitriptyline 25 mg cap/tab,Public,Unit,Moldova,2011,September,0.05,0.05,0.05
Atenolol 50 mg cap/tab,Private,Unit,Moldova,2011,September,0.05,0.05,0.06
Atenolol 50 mg cap/tab,Public,Unit,Moldova,2011,September,0.05,0.05,0.05
Captopril 25 mg cap/tab,Private,Unit,Moldova,2011,September,0.04,0.01,0.06
Captopril 25 mg cap/tab,Public,Unit,Moldova,2011,September,0.04,0.03,0.04
Ciprofloxacin 500 mg cap/tab,Private,Unit,Moldova,2011,September,0.19,0.15,0.41
Ciprofloxacin 500 mg cap/tab,Public,Unit,Moldova,2011,September,0.19,0.15,0.62
Diazepam 5 mg cap/tab,Private,Unit,Moldova,2011,September,0.03,0.03,0.05
Diazepam 5 mg cap/tab,Public,Unit,Moldova,2011,September,0.03,0.03,0.03
Diclofenac 50 mg cap/tab,Private,Unit,Moldova,2011,September,0.04,0.04,0.05
Diclofenac 50 mg cap/tab,Public,Unit,Moldova,2011,September,0.04,0.04,0.05
Glibenclamide 5 mg cap/tab,Private,Unit,Moldova,2011,September,0.02,0.02,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Moldova,2011,September,0.03,0.02,0.03
Omeprazole 20 mg cap/tab,Private,Unit,Moldova,2011,September,0.10,0.06,0.10
Omeprazole 20 mg cap/tab,Public,Unit,Moldova,2011,September,0.10,0.03,0.10
Salbutamol 100 mcg/dose inhaler,Private,Unit,Moldova,2011,September,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Moldova,2011,September,0.02,0.02,0.02
Simvastatin 20 mg cap/tab,Private,Unit,Moldova,2011,September,0.37,0.29,0.54
Simvastatin 20 mg cap/tab,Public,Unit,Moldova,2011,September,0.48,0.27,0.54
Amoxicillin 500 mg cap/tab,Private,MPR,Mongolia,2012,October,3.37,3.15,3.37
Amoxicillin 500 mg cap/tab,Public,MPR,Mongolia,2012,October,1.80,1.57,1.80
Atenolol 50 mg cap/tab,Private,MPR,Mongolia,2012,October,7.03,7.03,8.43
Atenolol 50 mg cap/tab,Public,MPR,Mongolia,2012,October,5.62,2.95,6.33
Captopril 25 mg cap/tab,Private,MPR,Mongolia,2012,October,2.97,2.97,3.96
Captopril 25 mg cap/tab,Public,MPR,Mongolia,2012,October,1.88,1.51,4.20
Ceftriaxone 1 g/vial injection,Private,MPR,Mongolia,2012,October,5.44,2.99,6.53
Ceftriaxone 1 g/vial injection,Public,MPR,Mongolia,2012,October,0.74,0.74,0.93
Ciprofloxacin 500 mg cap/tab,Private,MPR,Mongolia,2012,October,4.70,4.37,5.46
Ciprofloxacin 500 mg cap/tab,Public,MPR,Mongolia,2012,October,2.07,1.75,2.51
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Mongolia,2012,October,6.44,5.86,7.03
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Mongolia,2012,October,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,MPR,Mongolia,2012,October,9.41,6.40,15.36
Diclofenac 50 mg cap/tab,Public,MPR,Mongolia,2012,October,6.14,2.82,9.41
Glibenclamide 5 mg cap/tab,Private,MPR,Mongolia,2012,October,8.53,8.53,8.53
Glibenclamide 5 mg cap/tab,Public,MPR,Mongolia,2012,October,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,MPR,Mongolia,2012,October,5.06,4.83,5.62
Omeprazole 20 mg cap/tab,Public,MPR,Mongolia,2012,October,2.41,2.39,2.44
Salbutamol 100 mcg/dose inhaler,Private,MPR,Mongolia,2012,October,3.69,3.69,4.42
Salbutamol 100 mcg/dose inhaler,Public,MPR,Mongolia,2012,October,1.84,1.84,2.58
Simvastatin 20 mg cap/tab,Private,MPR,Mongolia,2012,October,7.23,6.54,7.68
Simvastatin 20 mg cap/tab,Public,MPR,Mongolia,2012,October,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,Unit,Mongolia,2012,October,0.11,0.10,0.11
Amoxicillin 500 mg cap/tab,Public,Unit,Mongolia,2012,October,0.06,0.05,0.06
Atenolol 50 mg cap/tab,Private,Unit,Mongolia,2012,October,0.07,0.07,0.09
Atenolol 50 mg cap/tab,Public,Unit,Mongolia,2012,October,0.06,0.03,0.06
Captopril 25 mg cap/tab,Private,Unit,Mongolia,2012,October,0.04,0.04,0.06
Captopril 25 mg cap/tab,Public,Unit,Mongolia,2012,October,0.03,0.02,0.06
Ceftriaxone 1 g/vial injection,Private,Unit,Mongolia,2012,October,3.58,1.97,4.30
Ceftriaxone 1 g/vial injection,Public,Unit,Mongolia,2012,October,0.49,0.49,0.61
Ciprofloxacin 500 mg cap/tab,Private,Unit,Mongolia,2012,October,0.15,0.14,0.18
Ciprofloxacin 500 mg cap/tab,Public,Unit,Mongolia,2012,October,0.07,0.06,0.08
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Mongolia,2012,October,0.03,0.03,0.04
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Mongolia,2012,October,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,Unit,Mongolia,2012,October,0.05,0.04,0.09
Diclofenac 50 mg cap/tab,Public,Unit,Mongolia,2012,October,0.03,0.02,0.05
Glibenclamide 5 mg cap/tab,Private,Unit,Mongolia,2012,October,0.04,0.04,0.04
Glibenclamide 5 mg cap/tab,Public,Unit,Mongolia,2012,October,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,Mongolia,2012,October,0.13,0.12,0.14
Omeprazole 20 mg cap/tab,Public,Unit,Mongolia,2012,October,0.06,0.06,0.06
Salbutamol 100 mcg/dose inhaler,Private,Unit,Mongolia,2012,October,0.04,0.04,0.05
Salbutamol 100 mcg/dose inhaler,Public,Unit,Mongolia,2012,October,0.02,0.02,0.03
Simvastatin 20 mg cap/tab,Private,Unit,Mongolia,2012,October,0.43,0.39,0.46
Simvastatin 20 mg cap/tab,Public,Unit,Mongolia,2012,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Morocco,2004,April,9.62,9.62,9.62
Amitriptyline 25 mg cap/tab,Public,MPR,Morocco,2004,April,free,free,free
Amoxicillin 500 mg cap/tab,Private,MPR,Morocco,2004,April,8.77,8.60,10.07
Amoxicillin 500 mg cap/tab,Public,MPR,Morocco,2004,April,free,free,free
Captopril 25 mg cap/tab,Private,MPR,Morocco,2004,April,13.12,13.12,13.12
Captopril 25 mg cap/tab,Public,MPR,Morocco,2004,April,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,Morocco,2004,April,7.13,7.13,7.13
Ceftriaxone 1 g/vial injection,Public,MPR,Morocco,2004,April,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,Morocco,2004,April,82.76,65.85,87.17
Ciprofloxacin 500 mg cap/tab,Public,MPR,Morocco,2004,April,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Morocco,2004,April,5.77,5.77,6.41
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Morocco,2004,April,free,free,free
Diazepam 5 mg cap/tab,Private,MPR,Morocco,2004,April,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Morocco,2004,April,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,MPR,Morocco,2004,April,16.66,16.66,16.66
Glibenclamide 5 mg cap/tab,Public,MPR,Morocco,2004,April,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Morocco,2004,April,2.82,2.76,3.05
Omeprazole 20 mg cap/tab,Public,MPR,Morocco,2004,April,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Morocco,2004,April,2.92,2.92,2.95
Salbutamol 100 mcg/dose inhaler,Public,MPR,Morocco,2004,April,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,Morocco,2004,April,0.07,0.07,0.07
Amitriptyline 25 mg cap/tab,Public,Unit,Morocco,2004,April,free,free,free
Amoxicillin 500 mg cap/tab,Private,Unit,Morocco,2004,April,0.33,0.32,0.38
Amoxicillin 500 mg cap/tab,Public,Unit,Morocco,2004,April,free,free,free
